SITC 5 DIGIT,5D DESC
52519,"RADIOACTIVE ELEMENTS AND ISOTOPES AND THEIR COMPOUNDS, N.E.S.; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING THESE ELEMENTS, ISOTOPES OR COMPOUNDS; RADIOACTIVE RESIDUES"
52591,"ISOTOPES (OTHER THAN THOSE OF SUBGROUP 525.1); COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED"
52595,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS"
53111,DISPERSE DYES AND PREPARATIONS BASED THEREON
53112,"ACID DYES, WHETHER OR NOT PREMETALLIZED, AND PREPARATIONS BASED THEREON; MORDANT DYES AND PREPARATIONS BASED THEREON"
53113,BASIC DYES AND PREPARATIONS BASED THEREON
53114,DIRECT DYES AND PREPARATIONS BASED THEREON
53115,VAT DYES (INCLUDING THOSE USABLE IN THAT STATE AS PIGMENTS) AND PREPARATIONS BASED THEREON
53116,REACTIVE DYES AND PREPARATIONS BASED THEREON
53117,PIGMENTS AND PREPARATIONS BASED THEREON
53119,OTHER SYNTHETIC ORGANIC COLOURING MATTER (INCLUDING MIXTURES OF COLOURING MATTER FALLING WITHIN TWO
53121,"SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED"
53122,COLOUR LAKES; PREPARATIONS BASED ON COLOUR LAKES
53221,"TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES"
53222,COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK
53231,SYNTHETIC ORGANIC TANNING SUBSTANCES
53232,"INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS, WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING"
53311,PIGMENTS AND PREPARATIONS BASED ON TITANIUM DIOXIDE
53312,PIGMENTS AND PREPARATIONS BASED ON CHROMIUM COMPOUNDS
53314,ULTRAMARINE AND PREPARATIONS BASED THEREON
53315,LITHOPONE AND OTHER PIGMENTS AND PREPARATIONS BASED ON ZINC SULPHIDE
53317,"COLOURING MATTER AND OTHER PREPARATIONS, N.E.S."
53318,INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES
53321,"PRINTING INK, BLACK"
53329,"PRINTING INK, OTHER THAN BLACK"
53341,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN AN AQUEOUS MEDIUM"
53342,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN A NON-AQUEOUS MEDIUM; PLASTICS IN SOLUTION"
53343,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF"
53344,"PIGMENTS (INCLUDING METAL POWDERS AND FLAKES) DISPERSED IN NON-AQUEOUS MEDIA, IN LIQUID OR PASTE FORM, OF A KIND USED IN THE MANUFACTURE OF PAINTS (INCLUDING ENAMELS); STAMPING FOILS; DYES AND OTHER COLOURING MATTER PUT UP IN FORMS OR PACKINGS FOR RETAIL"
53351,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LUSTRES AND SIMILAR PREPARATIONS, OF A KIND USED IN THE CERAMIC, ENAMELLING OR GLASS INDUSTRY; GLASS FRIT AND OTHER GLASS, IN THE FORM OF"
53352,"ARTISTS', STUDENTS' OR SIGNBOARD PAINTERS' COLOURS, MODIFYING TINTS, AMUSEMENT COLOURS AND THE LIKE,"
53353,PREPARED DRIERS
53354,"GLAZIERS' PUTTY; GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OTHER MASTICS; PAINTERS' FILL"
53355,"ORGANIC COMPOSITE SOLVENTS AND THINNERS, N.E.S.; PREPARED PAINT OR VARNISH REMOVERS"
54112,"VITAMINS A AND THEIR DERIVATIVES, UNMIXED"
54113,"VITAMINS B AND THEIR DERIVATIVES, UNMIXED"
54114,"VITAMIN C AND ITS DERIVATIVES, UNMIXED"
54115,"VITAMIN E AND ITS DERIVATIVES, UNMIXED"
54116,"OTHER VITAMINS AND THEIR DERIVATIVES, UNMIXED"
54117,"INTERMIXTURES OF PROVITAMINS AND VITAMINS (INCLUDING NATURAL CONCENTRATES), WHETHER OR NOT IN ANY SOLVENT"
54131,PENICILLINS AND THEIR DERIVATIVES WITH A PENICILLANIC ACID STRUCTURE; SALTS THEREOF
54132,STREPTOMYCINS AND THEIR DERIVATIVES; SALTS THEREOF
54133,TETRACYCLINES AND THEIR DERIVATIVES; SALTS THEREOF
54139,OTHER ANTIBIOTICS
54141,"MEDICINAL AND PHARMACEUTICAL PRODUCTS, OTHER THAN MEDICAMENTS OF GROUP 542"
54142,ALKALOIDS OF CINCHONA AND THEIR DERIVATIVES; SALTS THEREOF
54143,CAFFEINE AND ITS SALTS
54145,THEOPHYLLINE AND AMINOPHYLLINE (THEOPHYLLINE-ETHYLENEDIAMINE) AND THEIR DERIVATIVES; SALTS THEREOF
54146,ALKALOIDS OF RYE ERGOT AND THEIR DERIVATIVES; SALTS THEREOF
54149,"OTHER VEGETABLE ALKALOIDS AND THEIR SALTS; DERIVATIVES OF ALKALOIDS, N.E.S., AND THEIR SALTS"
54153,ADRENAL CORTICAL HORMONES AND THEIR DERIVATIVES
54154,"POLYPEPTIDE HORMONES, PROTEIN HORMONES AND GLYCOPROTEIN HORMONES, THEIR DERIVATIVES AND STRUCTURAL ANALOGUES"
54155,"CATECHOLAMINE HORMONES, THEIR DERIVATIVES AND STRUCTURAL"
54159,"CHAIN MODIFIED POLYPEPTIDES, USED PRIMARILY AS HORMONES"
54161,"GLYCOSIDES, NATURAL OR REPRODUCED BY SYNTHESIS, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVE"
54162,"GLANDS AND OTHER ORGANS FOR ORGANOTHERAPEUTIC USES, DRIED, WHETHER OR NOT POWDERED; EXTRACTS OF GLANDS OR OTHER ORGANS OR OF THEIR SECRETIONS FOR ORGANOTHERAPEUTIC USES; HEPARIN AND ITS SALTS; OTHER HUMAN OR ANIMAL SUBSTANCES PREPARED FOR THERAPEUTIC OR P"
54163,ANTISERA AND OTHER BLOOD FRACTIONS; VACCINES
54164,"HUMAN BLOOD; ANIMAL BLOOD PREPARED FOR THERAPEUTIC, PROPHYLACTIC OR DIAGNOSTIC USES; TOXINS, CULTURE"
54191,"WADDING, GAUZE, BANDAGES AND SIMILAR ARTICLES (E.G., DRESSINGS, ADHESIVE PLASTERS, POULTICES), IMPREGNATED OR COATED WITH PHARMACEUTICAL SUBSTANCES OR PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY PURPOSES, N.E.S."
54192,BLOOD-GROUPING REAGENTS
54193,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATIONS; DIAGNOSTIC REAGENTS DESIGNED TO BE ADMINISTERED TO T
54199,OTHER PHARMACEUTICAL GOODS
54211,"MEDICAMENTS CONTAINING ANTIBIOTICS OR DERIVATIVES THEREOF, CONTAINING PENICILLINS OR DERIVATIVES THEREOF, WITH A PENICILLANIC ACID STRUCTURE, OR STREPTOMYCINS OR THEIR DERIVATIVES, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
54212,"MEDICAMENTS CONTAINING ANTIBIOTICS OR DERIVATIVES THEREOF, CONTAINING OTHER ANTIBIOTICS, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE."
54213,"MEDICAMENTS CONTAINING ANTIBIOTICS OR DERIVATIVES THEREOF, CONTAINING PENICILLINS OR DERIVATIVES THEREOF, WITH A PENICILLANIC ACID STRUCTURE, OR STREPTOMYCINS OR THEIR DERIVATIVES, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
54219,"MEDICAMENTS CONTAINING ANTIBIOTICS OR DERIVATIVES THEREOF, CONTAINING OTHER ANTIBIOTICS, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE."
54221,"MEDICAMENTS CONTAINING HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5 BUT NOT CONTAINING ANTIBIOTICS, CONTAINING INSULIN, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE."
54222,MEDICAMENTS CONTAINING HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5 BUT NOT CONTAINING ANTIBIOTICS
54223,"MEDICAMENTS CONTAINING HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5 BUT NOT CONTAINING ANTIBIOTICS,CONTAINING OTHER HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
54224,"MEDICAMENTS CONTAINING HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5 BUT NOT CONTAINING ANTIBIOTICS, CONTAINING CORTICOSTEROID HORMONES, THEIR DERIVATIVES AND STRUCTURAL ANALOGUES"
54229,"MEDICAMENTS CONTAINING HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5 BUT NOT CONTAINING ANTIBIOTICS, CONTAINING OTHER HORMONES OR OTHER PRODUCTS OF SUBGROUP 541.5, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
54232,"MEDICAMENTS CONTAINING ALKALOIDS OR DERIVATIVES THEREOF BUT NOT CONTAINING HORMONES, OTHER PRODUCTS OF SUBGROUP 541.5, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE."
54291,"MEDICAMENTS, N.E.S., NOT PUT UP IN MEASURED DOSES OR IN FORMS OR OR PACKINGS FOR RETAIL"
54292,"MEDICAMENTS CONTAINING VITAMINS OR OTHER PRODUCTS OF SUBGROUP 541.1, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
54293,"MEDICAMENTS, N.E.S., PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE"
55131,ESSENTIAL OILS OF CITRUS FRUIT
55132,OTHER ESSENTIAL OILS
55133,RESINOIDS
55135,"CONCENTRATES OF ESSENTIAL OILS IN FATS, IN FIXED OILS, IN WAXES OR THE LIKE, OBTAINED BY ENFLEURAGE"
55141,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (INCLUDING ALCOHOLIC SOLUTIONS) WITH A BASIS OF ONE, OF A KIND USED IN THE FOOD OR DRINK INDUSTRIES"
55149,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (INCLUDING ALCOHOLIC SOLUTIONS) WITH A BASIS OF ONE OR MORE OF THESE SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY; OTHER PREPARATIONS BASED ON ODORIFEROUS SUBSTANCES, OF A KIND USED FOR THE MANUFA"
55310,PERFUMES AND TOILET WATERS
55320,"BEAUTY OR MAKE-UP PREPARATIONS FOR THE CARE OF THE SKIN (OTHER THAN MEDICAMENTS), INCLUDING SUNSCREEN OR SUNTAN PREPARATIONS; MANICURE OR PEDICURE PREPARATIONS"
55330,PREPARATIONS FOR USE ON THE HAIR
55340,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE, INCLUDING DENTURE FIXATIVE PASTES AND POWDERS"
55351,"PRE-SHAVE, SHAVING OR AFTERSHAVE PREPARATIONS"
55352,PERSONAL DEODORANTS AND ANTIPERSPIRANTS
55353,"PERFUMERY, COSMETIC OR TOILET PREPARATIONS (EXCLUDING SOAPS)"
55354,PREPARATIONS FOR PERFUMING OR DEODORIZING ROOMS (INCLUDING ODORIFEROUS PREPARATIONS USED DURING RELIGIOUS RITES)
55359,"DEPILATORIES AND PERFUMERY, COSMETIC OR TOILET PREPARATIONS, N.E.S."
55411,"SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS, IN THE FORM OF BARS, CAKES, MOULDED PIECE"
55415,"SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS, IN THE FORM OF BARS, CAKES, MOULDED PIECE"
55419,SOAP IN OTHER FORMS
55421,"ORGANIC SURFACE-ACTIVE AGENTS, WHETHER OR NOT PUT UP FOR RETAIL SALE"
55422,"SURFACE-ACTIVE WASHING OR CLEANING PREPARATIONS, N.E.S., PUT UP FOR RETAIL SALE"
55423,"SURFACE-ACTIVE WASHING OR CLEANING PREPARATIONS, N.E.S., NOT PUT UP FOR RETAIL SALE"
55431,"POLISHES, CREAMS AND SIMILAR PREPARATIONS, FOR FOOTWEAR OR LEATHER"
55432,"POLISHES, CREAMS AND SIMILAR PREPARATIONS, FOR THE MAINTENANCE OF WOODEN FURNITURE, FLOORS AND OTHER"
55433,"POLISHES AND SIMILAR PREPARATIONS, FOR COACHWORK, OTHER THAN METAL POLISHES"
55434,SCOURING PASTES AND POWDERS AND OTHER SCOURING PREPARATIONS
55435,"OLISHES, CREAMS AND SIMILAR PREPARATIONS FOR GLASS OR METAL DIVISION 56. FERTILIZERS (OTHER THAN THOSE OF GROUP 272)"
56211,"AMMONIUM NITRATE, WHETHER OR NOT IN AQUEOUS SOLUTION"
56212,DOUBLE SALTS AND MIXTURES OF AMMONIUM SULPHATE AND AMMONIUM NITRATE
56213,AMMONIUM SULPHATE
56214,DOUBLE SALTS AND MIXTURES OF CALCIUM NITRATE AND AMMONIUM NITRATE
56216,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION"
56217,MIXTURES OF UREA AND AMMONIUM NITRATE IN AQUEOUS OR AMMONIACAL SOLUTION
56219,"OTHER NITROGENOUS FERTILIZERS (INCLUDING MIXTURES, N.E.S.)"
56222,SUPERPHOSPHATES
56229,"MINERAL OR CHEMICAL FERTILIZERS, PHOSPHATIC, N.E.S."
56231,POTASSIUM CHLORIDE
56232,POTASSIUM SULPHATE
56239,"MINERAL OR CHEMICAL FERTILIZERS, POTASSIC, N.E.S."
56291,"FERTILIZERS, N.E.S., CONTAINING THE THREE FERTILIZING ELEMENTS NITROGEN, PHOSPHORUS AND POTASSIUM"
56292,MINERAL OR CHEMICAL FERTILIZERS CONTAINING THE TWO FERTILIZING ELEMENTS PHOSPHORUS AND POTASSIUM
56293,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DIAMMONIUM PHOSPHATE)
56294,AMMONIUM DIHYDROGENORTHOPHOSPHATE (MONOAMMONIUM PHOSPHATE) AND MIXTURES THEREOF WITH DIAMMONIUM HYDROGENORTHOPHOSPHATE (DIAMMONIUM PHOSPHATE)
56295,"FERTILIZERS, N.E.S., CONTAINING THE TWO FERTILIZING ELEMENTS NITROGEN AND PHOSPHORUS"
56296,"GOODS OF HEADING 272.1, 272.2, 272.4 OR OF GROUP 562, IN TABLETS OR SIMILAR FORMS OR IN PACKAGES OF"
56299,"OTHER FERTILIZERS, N.E.S."
57111,POLYETHYLENE HAVING A SPECIFIC GRAVITY OF LESS THAN 0.94
57112,POLYETHYLENE HAVING A SPECIFIC GRAVITY OF 0.94 OR MORE
57120,ETHYLENE-VINYL ACETATE COPOLYMERS
57190,"OTHER POLYMERS OF ETHYLENE, IN PRIMARY FORMS"
57211,"POLYSTYRENE, EXPANSIBLE"
57219,"POLYSTYRENE, OTHER THAN EXPANSIBLE"
57291,STYRENE-ACRYLONITRILE (SAN) COPOLYMERS
57292,ACRYLONITRILE-BUTADIENE-STYRENE (ABS) COPOLYMERS
57299,OTHER THAN STYRENE-ACRYLONITRILE (SAN) COPOLYMERS AND ACRYLONITRILE-BUTADIENE-STYRENE (ABS) COPOLYMERS
57311,"POLYVINYL CHLORIDE, NOT MIXED WITH ANY OTHER SUBSTANCES"
57312,"POLYVINYL CHLORIDE, OTHER, NON-PLASTICIZED"
57313,"POLYVINYL CHLORIDE, PLASTICIZED"
57391,VINYL CHLORIDE-VINYL ACETATE COPOLYMERS
57392,OTHER VINYL CHLORIDE COPOLYMERS
57393,VINYLIDENE CHLORIDE POLYMERS
57394,FLUOROPOLYMERS
57399,OTHER POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS
57411,POLYACETALS
57419,OTHER POLYETHERS
57420,EPOXIDE RESINS
57431,POLYCARBONATES
57432,ALKYD RESINS
57433,POLYETHYLENE TEREPHTHALATE
57434,"OTHER POLYESTERS, UNSATURATED"
57439,"POLYESTERS IN PRIMARY FORMS, N.E.S."
57511,POLYPROPYLENE
57512,POLYISOBUTYLENE
57513,PROPYLENE COPOLYMERS
57519,OTHER OLEFINS
57521,POLYMETHYL METHACRYLATE
57529,OTHER ACRYLIC POLYMERS
57531,"POLYAMIDE-6, -11, -12, -6,6, -6,9, -6,10 OR -6,12"
57539,OTHER POLYAMIDES
57541,UREA RESINS; THIOUREA RESINS
57542,MELAMINE RESINS
57543,OTHER AMINO RESINS
57544,PHENOLIC RESINS
57545,POLYURETHANES
57551,"CELLULOSE ACETATES, NON-PLASTICIZED"
57552,"CELLULOSE ACETATES, PLASTICIZED"
57553,CELLULOSE NITRATES (INCLUDING COLLODIONS)
57554,CELLULOSE ETHERS
57559,"OTHER CELLULOSE AND ITS CHEMICAL DERIVATIVES, N.E.S."
57591,POLYMERS OF VINYL ACETATE
57592,POLYMERS OF OTHER VINYL ESTERS; OTHER VINYL POLYMERS
57593,SILICONES IN PRIMARY FORMS
57594,"ALGINIC ACID, ITS SALTS AND ESTERS"
57595,"NATURAL POLYMERS AND MODIFIED NATURAL POLYMERS (E.G., HARDENED PROTEINS, CHEMICAL DERIVATIVES OF NATURAL RUBBER), N.E.S."
57596,"PETROLEUM RESINS, COUMARONE-INDENE RESINS, POLYTERPENES, POLYSULPHIDES, POLYSULPHONES AND PLASTICS,"
57597,ION EXCHANGERS BASED ON POLYMERS OF HEADING 571.11 TO 575.95
57910,"WASTE, PARINNGS AND SCRAP OF POLYMERS OF ETHYLENE"
57920,"WASTE, PARINNGS AND SCRAP OF POLYMERS OF STYRENE"
57930,"WASTE, PARINNGS AND SCRAPOF POLYMERS OF VINYL CHLORIDE"
57990,"WASTE, PARINNGS AND SCRAP, OF OTHER PLASTICS, N.E.S IN GROUP 579"
58110,ARTIFICIAL GUTS (SAUSAGE CASINGS) OF HARDENED PROTEIN OR OF CELLULOSIC MATERIALS
58120,"TUBES, PIPES AND HOSES, RIGID"
58130,"FLEXIBLE TUBES, PIPES AND HOSES, HAVING A MINIMUM BURST PRESSURE OF 27.6 MPA"
58140,"OTHER TUBES, PIPES AND HOSES, NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS, WITHOUT FIT"
58150,"TUBES, PIPES AND HOSES, NOT REINFORCED OR OTHERWISE COMBINED WITH OTHER MATERIALS, WITH FITTINGS"
58160,"OTHER TUBES, PIPES AND HOSES"
58170,"FITTINGS FOR TUBES, PIPES AND HOSES (E.G., JOINTS, ELBOWS, FLANGES), OF PLASTICS"
58211,"PLATES, SHEETS, FILM, FOIL, TAPE, STRIP AND OTHER FLAT SHAPES, SELF-ADHESIVE, OF PLASTICS, WHETHER OR NOT IN ROLLS, OTHER THAN FLOOR, WALL AND CEILING COVERINGS OF HEADING 893.31, IN ROLLS OF A WIDTH NOT EXCEEDING 20 CM"
58219,"PLATES, SHEETS, FILM, FOIL, TAPE, STRIP AND OTHER FLAT SHAPES, SELF-ADHESIVE, OF PLASTICS, WHETHER OR NOT IN ROLLS, OTHER THAN FLOOR, WALL AND CEILING COVERINGS OF HEADING 893.31, OTHER THAN IN ROLLS OF A WIDTH NOT EXCEEDING 20 CM"
58221,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, SUPPORTED OR SIMILARLY COMBINED WITH OTHER MATERIALS, OF POLYMERS OF ETHYLENE"
58222,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, OF POLYMERS OF PROPYLENE"
58223,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, SUPPORTED OR SIMILARLY COMBINED WITH OTHER MATERIALS, OF POLYMERS OF STYRENE"
58224,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, SUPPORTED OR SIMILARLY COMBINED WITH OTHER MATERIALS, OF POLYMERS OF VINYL CHLORIDE"
58225,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, SUPPORTED OR SIMILARLY COMBINED WITH OTHER MATERIALS, OF ACRYLIC POLYMERS"
58226,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, OF POLYCARBONATES, ALKYD RESINS, POLYALLYL ESTERS OR OTHER POLYESTERS."
58228,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, OF CELLULOSE OR ITS CHEMICAL DERIVATIVES, N.E.S."
58229,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON-CELLULAR AND NOT REINFORCED, LAMINATED, SUPPORTED OR SIMILARLY COMBINED WITH OTHER MATERIALS, OF OTHER PLASTICS"
58291,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, CELLULAR"
58299,"OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, OTHER THAN CELLULAR"
58310,"MONOFILAMENT OF WHICH ANY CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM, RODS, STICKS AND PROFILE SHAPES, WHETHER OR NOT SURFACE-WORKED BUT NOT OTHERWISE WORKED, OF PLASTICS, OF POLYMERS OF ETHYLENE"
58320,"MONOFILAMENT OF WHICH ANY CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM, RODS, STICKS AND PROFILE SHAPES, WHETHER OR NOT SURFACE-WORKED BUT NOT OTHERWISE WORKED, OF PLASTICS, OF POLYMERS OF VINYL CHLORIDE"
58390,"MONOFILAMENT OF WHICH ANY CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM, RODS, STICKS AND PROFILE SHAPES, WHETHER OR NOT SURFACE-WORKED BUT NOT OTHERWISE WORKED, OF PLASTICS, OF OTHER PLASTICS"
59110,INSECTICIDES PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES
59120,FUNGICIDES PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES
59130,"WEED-KILLERS (HERBICIDES), ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES"
59140,"DISINFECTANTS, RODENTICIDES AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS"
59190,"OTHER PRODUCTS OF GROUP 591, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES, N.E.S"
59211,WHEAT STARCH
59212,MAIZE (CORN) STARCH
59213,POTATO STARCH
59214,MANIOC (CASSAVA) STARCH
59215,OTHER STARCHES
59216,INULIN
59217,"WHEAT GLUTEN, WHETHER OR NOT DRIED"
59221,CASEIN
59222,CASEINATES AND OTHER CASEIN DERIVATIVES; CASEIN GLUES
59223,"ALBUMINS (INCLUDING CONCENTRATES OF TWO OR MORE WHEY PROTEINS, CONTAINING BY WEIGHT MORE THAN 80% WHEY PROTEINS, CALCULATED ON THE DRY MATTER), OTHER THAN EGG ALBUMIN; ALBUMINATES AND OTHER ALBUMIN DERIVATIVES"
59224,"GELATIN (INCLUDING GELATIN IN RECTANGULAR SHEETS, WHETHER OR NOT SURFACE-WORKED OR COLOURED) AND GEL"
59225,"PEPTONES AND THEIR DERIVATIVES; OTHER PROTEIN SUBSTANCES AND THEIR DERIVATIVES, N.E.S.; HIDE POWDER, WHETHER OR NOT CHROMED"
59226,DEXTRINS AND OTHER MODIFIED STARCHES
59227,"GLUES BASED ON STARCHES, OR ON DEXTRINS OR OTHER MODIFIED STARCHES"
59229,"PREPARED GLUES AND OTHER PREPARED ADHESIVES, N.E.S.; PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES"
59311,PROPELLENT POWDERS
59312,PREPARED EXPLOSIVES (OTHER THAN PROPELLENT POWDERS)
59320,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS
59331,FIREWORKS
59333,"SIGNALLING FLARES, RAIN ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES"
59721,ANTI-KNOCK PREPARATIONS
59725,ADDITIVES FOR LUBRICATING OILS
59729,"PREPARED ADDITIVES FOR MINERAL OILS OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS,"
59731,"HYDRAULIC BRAKE FLUIDS AND OTHER PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS"
59733,ANTI-FREEZING PREPARATIONS AND PREPARED DE-ICING FLUIDS
59771,"PREPARATIONS FOR THE TREATMENT OF TEXTILE MATERIALS, LEATHER, FURSKINS OR OTHER MATERIALS, CONTAINING PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS"
59772,LUBRICATING PREPARATIONS CONTAINING PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS
59773,"PREPARATIONS FOR THE TREATMENT OF TEXTILE MATERIALS, LEATHER, FURSKINS OR OTHER MATERIALS, CONTAINING OILS OR GREASES OTHER THAN OF PETROLEUM OR BITUMINOUS MINERALS"
59774,LUBRICATING PREPARATIONS CONTAINING OILS OR GREASES OTHER THAN OF PETROLEUM OR BITUMINOUS MINERALS
59811,"TALL OIL, WHETHER OR NOT REFINED"
59812,"RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED OR CHEMICALLY"
59813,"GUM, WOOD OR SULPHATE TURPENTINE AND OTHER TERPENIC OILS PRODUCED BY THE DISTILLATION OR OTHER TREAT"
59814,"ROSIN AND RESIN ACIDS, AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS"
59818,WOOD TAR; WOOD TAR OILS; WOOD CREOSOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS' PITCH AND SIMILAR PR
59835,ARTIFICIAL WAXES AND PREPARED WAXESOF POLYETHYLENE GLYCOL
59839,"ARTIFICIAL WAXES AND PREPARED WAXES, N.E.S IN GROUP 598"
59841,"MIXED ALKYLBENZENES, N.E.S."
